vacancy,min_salary,max_salary,currency,url,source,employer
Специалист по внедрению и сопровождению информационных систем,40000.0,70000.0,руб.,https://spb.hh.ru/vacancy/39964329?query=sql,https://www.hh.ru," Коста, информационные технологии"
Middle Backend Developer (.NET/C#/JavaScript/TypeScript),,,,https://spb.hh.ru/vacancy/39637218?query=sql,https://www.hh.ru, Med.me
Java-разработчик,,,,https://spb.hh.ru/vacancy/38542169?query=sql,https://www.hh.ru,ООО Ростелеком Информационные Технологии
Разработчик / Ведущий Web разработчик .NET,,,,https://spb.hh.ru/vacancy/39491993?query=sql,https://www.hh.ru, Текора
Специалист IT сопровождения (техническая поддержка),56500.0,66500.0,руб.,https://spb.hh.ru/vacancy/39801718?query=sql,https://www.hh.ru, Ticketland.ru
Python Team Lead,,,,https://spb.hh.ru/vacancy/39956781?query=sql,https://www.hh.ru, 220 Вольт
Data Engineer,,,,https://spb.hh.ru/vacancy/39461869?query=sql,https://www.hh.ru,ООО СолбегСофт
C# разработчик,,,,https://spb.hh.ru/vacancy/40002995?query=sql,https://www.hh.ru, ЭЛЕКТРОННЫЕ ОФИСНЫЕ СИСТЕМЫ
Junior PHP разработчик,,,,https://spb.hh.ru/vacancy/39748123?query=sql,https://www.hh.ru, QSOFT
Python-разработчик,,,,https://spb.hh.ru/vacancy/39649046?query=sql,https://www.hh.ru, JetStyle
Руководитель отдела технической поддержки в компанию разработки ПО (удаленно),120000.0,140000.0,руб.,https://spb.hh.ru/vacancy/38316027?query=sql,https://www.hh.ru,АО МЦ-Сервис Инжиниринг
Инженер-программист (Отдел сопровождения ИТ),,,,https://spb.hh.ru/vacancy/39845253?query=sql,https://www.hh.ru,АО КБ Урал ФД
C++ Embedded Developer (CyberDrone),,,,https://spb.hh.ru/vacancy/39661866?query=sql,https://www.hh.ru, Alber Blanc
Старший программист,,,,https://spb.hh.ru/vacancy/39101802?query=sql,https://www.hh.ru,АО РАСЧЕТНЫЕ РЕШЕНИЯ
Специалист по техподдержке пользователей баз данных и CRM-систем,,,,https://spb.hh.ru/vacancy/39596197?query=sql,https://www.hh.ru, МОРИОН
Java backend (server side) разработчик,,,,https://spb.hh.ru/vacancy/40012482?query=sql,https://www.hh.ru,ООО АЛЬФА СОФТ
Специалист по внедрению информационных систем,,,,https://spb.hh.ru/vacancy/39307951?query=sql,https://www.hh.ru,ООО Медис плюс
Backend разработчик (PHP),70000.0,150000.0,руб.,https://spb.hh.ru/vacancy/39782764?query=sql,https://www.hh.ru, modesco
Разработчик .Net,,,,https://spb.hh.ru/vacancy/39385679?query=sql,https://www.hh.ru, МОНТ
Senior Python-разработчик,,,,https://spb.hh.ru/vacancy/38936821?query=sql,https://www.hh.ru,ООО АвтоЭксперт
Программист Python,75000.0,120000.0,руб.,https://spb.hh.ru/vacancy/38792841?query=sql,https://www.hh.ru, Тензор
Тестировщик web приложений,,,,https://spb.hh.ru/vacancy/39934550?query=sql,https://www.hh.ru, Билайн
Инженер-программист,,,,https://spb.hh.ru/vacancy/39968622?query=sql,https://www.hh.ru," КРЗ, Многотраслевая производственная компания"
Консультант по API,,,,https://spb.hh.ru/vacancy/39827357?query=sql,https://www.hh.ru," iiko, Компания Aйко"
Программист С++,70000.0,170000.0,руб.,https://spb.hh.ru/vacancy/39863170?query=sql,https://www.hh.ru, Тракт
Lead/Senior C#/.NET разработчик,,,,https://spb.hh.ru/vacancy/36920007?query=sql,https://www.hh.ru," Лента, федеральная розничная сеть, IT "
Java-разработчик,,,,https://spb.hh.ru/vacancy/39980076?query=sql,https://www.hh.ru,ООО Астарус
BI Analyst,,,,https://spb.hh.ru/vacancy/37568440?query=sql,https://www.hh.ru, Dostavista Global
Системный администратор,,,,https://spb.hh.ru/vacancy/39509590?query=sql,https://www.hh.ru," НИКА, туристическая компания"
Middle BackEnd Developer .Net C#,100000.0,150000.0,руб.,https://spb.hh.ru/vacancy/39753326?query=sql,https://www.hh.ru, ZennoLab
Middle Developer C#/.NET,,,,https://spb.hh.ru/vacancy/39985587?query=sql,https://www.hh.ru, Teleperformance Russia Group
Ведущий системный аналитик,,,,https://spb.hh.ru/vacancy/38884321?query=sql,https://www.hh.ru,ООО FURNIPRICE
Программист 1С,,,,https://spb.hh.ru/vacancy/39985410?query=sql,https://www.hh.ru, Ювелирный завод Санис
Разработчик .NET Core (Middle / Senior),170000.0,220000.0,руб.,https://spb.hh.ru/vacancy/39889565?query=sql,https://www.hh.ru,ООО Сислинк Этп
C# Developer,,,,https://spb.hh.ru/vacancy/38274318?query=sql,https://www.hh.ru, Soft-Werke
Java Team Lead,,,,https://spb.hh.ru/vacancy/39663348?query=sql,https://www.hh.ru,ООО Информационные системы и сервисы
Системный аналитик (DWH),,,,https://spb.hh.ru/vacancy/39375356?query=sql,https://www.hh.ru, Тинькофф
"Fullstack разработчик - программист (PHP, React JS)",100000.0,250000.0,руб.,https://spb.hh.ru/vacancy/39754719?query=sql,https://www.hh.ru, Social Media Holding
Разработчик C#,,,,https://spb.hh.ru/vacancy/38693204?query=sql,https://www.hh.ru,ООО РусИнТех Сервис
Разработчик PHP,,,,https://spb.hh.ru/vacancy/38639423?query=sql,https://www.hh.ru, ИнПлат
Java разработчик,,,,https://spb.hh.ru/vacancy/39756951?query=sql,https://www.hh.ru,ООО Комбридж АйТиСи
Data Engineer,,,,https://spb.hh.ru/vacancy/39191138?query=sql,https://www.hh.ru, «Газпромбанк» (Акционерное общество)
Веб-аналитик,,,,https://spb.hh.ru/vacancy/39987947?query=sql,https://www.hh.ru,ИП Чевычалов Дмитрий Витальевич
Аналитик базы данных (БД),,,,https://spb.hh.ru/vacancy/39958325?query=sql,https://www.hh.ru, Beorg
Data Engineer,,,,https://spb.hh.ru/vacancy/39239106?query=sql,https://www.hh.ru, Space307
Веб-аналитик (управленческая отчетность),,,,https://spb.hh.ru/vacancy/39980068?query=sql,https://www.hh.ru, Брокеркредитсервис
Программист PHP,96000.0,110000.0,руб.,https://spb.hh.ru/vacancy/39818335?query=sql,https://www.hh.ru, ГПМ Радио
Программист C# middle,,,,https://spb.hh.ru/vacancy/39952541?query=sql,https://www.hh.ru, MYBOX
Программист C# middle,,,,https://spb.hh.ru/vacancy/39952542?query=sql,https://www.hh.ru, MYBOX
Программист ASP.NET,,,,https://spb.hh.ru/vacancy/39960125?query=sql,https://www.hh.ru,ООО Сравни.ру
Программист Java/Spring,,,,https://spb.hh.ru/vacancy/38885164?query=sql,https://www.hh.ru, ИНФОРМЗАЩИТА
Администратор баз данных,,,,https://spb.hh.ru/vacancy/38523103?query=sql,https://www.hh.ru, PROFI CREDIT
Разработчик (.NET/JS),,,,https://spb.hh.ru/vacancy/39977995?query=sql,https://www.hh.ru,АО РАСЧЕТНЫЕ РЕШЕНИЯ
Web-разработчик,50000.0,90000.0,руб.,https://spb.hh.ru/vacancy/39295484?query=sql,https://www.hh.ru,ООО Онпик
Node.js developer удаленно,140000.0,200000.0,руб.,https://spb.hh.ru/vacancy/38801519?query=sql,https://www.hh.ru, B2Broker Санкт-Петербург
Java-разработчик в Яндекс.Деньги,,,,https://spb.hh.ru/vacancy/39620367?query=sql,https://www.hh.ru,"ООО Яндекс.Деньги, НКО"
Backend разработчик (PHP),50000.0,120000.0,руб.,https://spb.hh.ru/vacancy/39799925?query=sql,https://www.hh.ru, modesco
Senior Python Engineer (Remote),160000.0,210000.0,руб.,https://spb.hh.ru/vacancy/37661352?query=sql,https://www.hh.ru, Spark Equation
Web-разработчик,,,,https://spb.hh.ru/vacancy/39566858?query=sql,https://www.hh.ru, КАМИН
Программист/системный администратор,,,,https://spb.hh.ru/vacancy/39970079?query=sql,https://www.hh.ru,ООО Центр Независимых Строительных Экспертиз
Программист 1С,80000.0,100000.0,руб.,https://spb.hh.ru/vacancy/38417663?query=sql,https://www.hh.ru, минимаркеты Раз Два
Системный аналитик,120000.0,150000.0,руб.,https://spb.hh.ru/vacancy/39660121?query=sql,https://www.hh.ru,ООО Инновационные технологии
PHP Developer (Symfony4),150000.0,180000.0,руб.,https://spb.hh.ru/vacancy/38946409?query=sql,https://www.hh.ru,ООО Комс
Разработчик QlikView/QlikSense,,,,https://spb.hh.ru/vacancy/39512092?query=sql,https://www.hh.ru,ООО Парфюмерный супермаркет Золотое Яблоко
Инженер-программист,80000.0,100000.0,руб.,https://spb.hh.ru/vacancy/39821157?query=sql,https://www.hh.ru,ООО Центр Разработки
Python программист,,,,https://spb.hh.ru/vacancy/40003696?query=sql,https://www.hh.ru, Group-IB
.Net Developer,,,,https://spb.hh.ru/vacancy/39526323?query=sql,https://www.hh.ru, COMFY
Системный аналитик,,,,https://spb.hh.ru/vacancy/40005628?query=sql,https://www.hh.ru, Техносерв Консалтинг
Программист-Разработчик Банковских систем,150000.0,200000.0,руб.,https://spb.hh.ru/vacancy/39529927?query=sql,https://www.hh.ru,ООО Динамика
Программист-Разработчик Банковских систем,150000.0,200000.0,руб.,https://spb.hh.ru/vacancy/39529928?query=sql,https://www.hh.ru,ООО Динамика
Разработчик WMS,,,,https://spb.hh.ru/vacancy/39802712?query=sql,https://www.hh.ru,ООО Би Джи
Главный системный аналитик(Зарплатные проекты),,,,https://spb.hh.ru/vacancy/38997478?query=sql,https://www.hh.ru," «РОСБАНК, Societe Generale Group», с опытом работы"
Бизнес-аналитик,,,,https://spb.hh.ru/vacancy/39424091?query=sql,https://www.hh.ru,АО Катрен НПК
Бизнес-аналитик,,,,https://spb.hh.ru/vacancy/39424092?query=sql,https://www.hh.ru,АО Катрен НПК
Full-Stack Web developer,,,,https://spb.hh.ru/vacancy/39651050?query=sql,https://www.hh.ru," Wargaming, Saint Petersburg (Lesta Studio)"
Системный аналитик,60000.0,70000.0,руб.,https://spb.hh.ru/vacancy/39724675?query=sql,https://www.hh.ru,ООО Веселый Водовоз
Программист-тестировщик,29000.0,31000.0,руб.,https://spb.hh.ru/vacancy/39981033?query=sql,https://www.hh.ru, ГБУ Пензенской Области Безопасный регион
1с программист,,,,https://spb.hh.ru/vacancy/39566484?query=sql,https://www.hh.ru,ЗАО Центрстройсвет
Full Stack Teamlead,,,,https://spb.hh.ru/vacancy/39589700?query=sql,https://www.hh.ru, Russian Quantum Center
Ведущий/Главный Full stack разработчик Asp.Net core/Angular,,,,https://spb.hh.ru/vacancy/38920683?query=sql,https://www.hh.ru, Европлан
Младший Java-программист,,,,https://spb.hh.ru/vacancy/40001541?query=sql,https://www.hh.ru, ФГБУ Интеробразование
"Программист-разработчик (Junior: C#, js, 1C CRM)",,,,https://spb.hh.ru/vacancy/39223377?query=sql,https://www.hh.ru,ООО Трамис
"Программист PHP, JS",,,,https://spb.hh.ru/vacancy/39979621?query=sql,https://www.hh.ru, AirNet
Веб-разработчик,,,,https://spb.hh.ru/vacancy/39592320?query=sql,https://www.hh.ru, Группа компаний ABS-AUTO
Аналитик,,,,https://spb.hh.ru/vacancy/40005023?query=sql,https://www.hh.ru,ООО Эверест
Full-stack разработчик Bitrix/Vue.js,,,,https://spb.hh.ru/vacancy/39603769?query=sql,https://www.hh.ru, Intaro
Full-stack разработчик Bitrix/Vue.js,,,,https://spb.hh.ru/vacancy/39603770?query=sql,https://www.hh.ru, Intaro
Full-stack разработчик Bitrix/Vue.js,,,,https://spb.hh.ru/vacancy/39603771?query=sql,https://www.hh.ru, Intaro
Программист PHP,,,,https://spb.hh.ru/vacancy/39559925?query=sql,https://www.hh.ru,АО Негосударственный пенсионный фонд ГАЗФОНД пенсионные накопления
Специалист (программист) отдела сопровождения автоматизированных систем,,,,https://spb.hh.ru/vacancy/39631918?query=sql,https://www.hh.ru,АО Сбербанк АСТ
Веб-аналитик,,,,https://spb.hh.ru/vacancy/39206992?query=sql,https://www.hh.ru, 12Storeez
Программист PowerBI (Senior),,,,https://spb.hh.ru/vacancy/39966454?query=sql,https://www.hh.ru,ПАО Татнефть
Младший аналитик данных (Junior Data Analyst),35000.0,55000.0,руб.,https://spb.hh.ru/vacancy/40003197?query=sql,https://www.hh.ru, E-PROMO
